Region,City,A. Uniques of First Scribe Created,B. Total Events of Scribe Created,c. EHR,Geocodio Latitude,Geocodio Longitude,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,County Subdivision Name,County Subdivision FIPS,County Subdivision Class Code,County Subdivision Class Description,ZIP+4 Range Start,ZIP+4 Range End (or blank if no range),ZIP 9 Range Start,ZIP 9 Range End (or blank if no range),Record Type Code,Record Type Description,Residential Indicator,Carrier Route ID,Carrier Route Description,Building or Firm Name,Government Building Code,Government Building Description,Facility Code,Facility Description,City Delivery?,Valid delivery area?,Exact Match?
Michigan,Farmington,2,503,Other,42.505138,-83.407233,1,place,,,"Farmington, MI 48331",,,,,Farmington,MI,Oakland County,48331,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26125,Farmington Hills,2627440,168100,2002,2,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Farmington Hills,27440,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Fenton,1,19,DrChrono,42.79781,-83.70495,1,place,,,"Fenton, MI 48430",,,,,Fenton,MI,Genesee County,48430,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26049,Fenton,2627760,13205,2000,2,2.60E+14,2.60E+10,"Flint, MI",22420,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,,,Fenton,27760,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Ferndale,0,64,NextGen,42.460586,-83.140675,1,place,,,"Ferndale, MI 48220",,,,,Ferndale,MI,Oakland County,48220,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26125,Ferndale,2627880,173200,1013,1,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Ferndale,27880,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Flat Rock,1,155,Athena,42.116811,-83.300439,1,place,,,"Flat Rock, MI 48134",,,,,Flat Rock,MI,Wayne County,48134,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26163,,,591700,3009,3,2.62E+14,2.62E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,Brownstown,11220,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Flint,4,1171,Cerner,42.965926,-83.780835,1,place,,,"Flint, MI 48501",,,,,Flint,MI,Genesee County,48501,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26049,,,10912,2008,2,2.60E+14,2.60E+10,"Flint, MI",22420,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,,,Flint,29020,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Flushing,1,12,undefined,43.06308,-83.85107,1,place,,,"Flushing, MI 48433",,,,,Flushing,MI,Genesee County,48433,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26049,Flushing,2629200,10603,4024,4,2.60E+14,2.60E+10,"Flint, MI",22420,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,,,Flushing,29200,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Franklin,0,121,eClinicalWorks,42.520184,-83.264031,1,place,,,"Franklin, MI 48025",,,,,Franklin,MI,Oakland County,48025,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26125,Beverly Hills,2608160,158000,2008,2,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Southfield,74920,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Galesburg,0,2,Other,42.28865,-85.41806,1,place,,,"Galesburg, MI 49053",,,,,Galesburg,MI,Kalamazoo County,49053,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26077,Galesburg,2631260,6702,5000,5,2.61E+14,2.61E+10,"Kalamazoo-Portage, MI",28020,metropolitan,"Kalamazoo-Battle Creek-Portage, MI",310,,,Galesburg,31260,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Garden City,0,1364,Other,42.326437,-83.343431,1,place,,,"Garden City, MI 48135",,,,,Garden City,MI,Wayne County,48135,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26163,Garden City,2631420,569300,2020,2,2.62E+14,2.62E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,Garden City,31420,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Gladstone,0,1,undefined,45.881256,-87.115221,1,place,,,"Gladstone, MI 49837",,,,,Gladstone,MI,Delta County,49837,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26041,,,970500,1022,1,2.60E+14,2.60E+10,"Escanaba, MI",21540,micropolitan,,,,,Escanaba,26380,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Grand Blanc,3,1200,undefined,42.9227,-83.67376,1,place,,,"Grand Blanc, MI 48439",,,,,Grand Blanc,MI,Genesee County,48439,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26049,,,11211,4010,4,2.60E+14,2.60E+10,"Flint, MI",22420,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,,,Grand Blanc,33300,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Grand Rapids,13,614,Athena,42.956176,-85.660693,1,place,,,"Grand Rapids, MI 49503",,,,,Grand Rapids,MI,Kent County,49503,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26081,Grand Rapids,2634000,2100,3011,3,2.61E+14,2.61E+10,"Grand Rapids-Wyoming-Kentwood, MI",24340,metropolitan,"Grand Rapids-Wyoming, MI",266,,,Grand Rapids,34000,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Greenville,2,2,eClinicalWorks,43.17753,-85.2528,1,place,,,"Greenville, MI 48838",,,,,Greenville,MI,Montcalm County,48838,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26117,Greenville,2635100,971300,1025,1,2.61E+14,2.61E+10,"Grand Rapids-Wyoming-Kentwood, MI",24340,metropolitan,"Grand Rapids-Wyoming, MI",266,,,Greenville,35100,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Grosse Ile Township,0,6,Epic,42.135191,-83.156124,1,place,,,"Grosse Ile, MI 48138",,,,,Grosse Ile,MI,Wayne County,48138,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26163,,,596200,1009,1,2.62E+14,2.62E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,Grosse Ile,35420,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Grosse Pointe Woods,1,4,Other,42.382395,-82.921842,1,place,,,"Grosse Pointe Woods, MI 48230",,,,,Grosse Pointe Woods,MI,Wayne County,48230,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26163,Grosse Pointe Park,2635540,550300,2014,2,2.62E+14,2.62E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,Grosse Pointe Park,35540,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Grosse Pointe,1,5,Cerner,42.382395,-82.921842,1,place,,,"Grosse Pointe, MI 48230",,,,,Grosse Pointe,MI,Wayne County,48230,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26163,Grosse Pointe Park,2635540,550300,2014,2,2.62E+14,2.62E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,Grosse Pointe Park,35540,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Hamtramck,2,156,Cerner,42.39282,-83.04964,1,place,,,"Hamtramck, MI 48212",,,,,Hamtramck,MI,Wayne County,48212,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26163,Hamtramck,2636280,552801,2007,2,2.62E+14,2.62E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,Hamtramck,36280,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Harper Woods,2,164,Other,42.43309,-82.92408,1,place,,,"Harper Woods, MI 48225",,,,,Harper Woods,MI,Wayne County,48225,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26163,Harper Woods,2636700,551500,2000,2,2.62E+14,2.62E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,Harper Woods,36700,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Harrison,4,12,Meditech,44.005299,-84.85096,1,place,,,"Harrison, MI 48625",,,,,Harrison,MI,Clare County,48625,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26035,,,1000,1021,1,2.60E+14,2.60E+10,,,,,,,,Greenwood,35120,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Hartland,0,50,undefined,42.648484,-83.717806,1,place,,,"Hartland, MI 48353",,,,,Hartland,MI,Livingston County,48353,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26093,,,713100,2002,2,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Hartland,37040,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Hastings,0,11,eClinicalWorks,42.639121,-85.28988,1,place,,,"Hastings, MI 49058",,,,,Hastings,MI,Barry County,49058,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26015,Hastings,2637120,11301,3032,3,2.60E+14,2.60E+10,"Grand Rapids-Wyoming-Kentwood, MI",24340,metropolitan,"Grand Rapids-Wyoming, MI",266,,,Hastings,37120,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Hazel Park,1,2,undefined,42.46254,-83.10409,1,place,,,"Hazel Park, MI 48030",,,,,Hazel Park,MI,Oakland County,48030,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26125,Hazel Park,2637420,175100,4007,4,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Hazel Park,37420,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Hillsdale,0,301,Other,41.92005,-84.63051,1,place,,,"Hillsdale, MI 49242",,,,,Hillsdale,MI,Hillsdale County,49242,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26059,Hillsdale,2638460,50700,3021,3,2.61E+14,2.61E+10,"Hillsdale, MI",25880,micropolitan,,,,,Hillsdale,38460,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Holland,3,180,None,42.743806,-86.083703,1,place,,,"Holland, MI 49423",,,,,Holland,MI,Allegan County,49423,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26005,Holland,2638640,32401,1079,1,2.60E+14,2.60E+10,"Holland, MI",26090,micropolitan,"Grand Rapids-Wyoming, MI",266,,,Holland,38640,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Holly,0,1,Epic,42.775922,-83.579384,1,place,,,"Holly, MI 48442",,,,,Holly,MI,Oakland County,48442,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26125,,,125000,2000,2,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Rose,69580,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Homer,0,1,undefined,42.144355,-84.848182,1,place,,,"Homer, MI 49245",,,,,Homer,MI,Calhoun County,49245,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26025,,,3000,2015,2,2.60E+14,2.60E+10,"Battle Creek, MI",12980,metropolitan,"Kalamazoo-Battle Creek-Portage, MI",310,,,Clarendon,16020,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Howell,1,141,Epic,42.575483,-83.923411,1,place,,,"Howell, MI 48843",,,,,Howell,MI,Livingston County,48843,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26093,,,730102,1007,1,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Marion,51640,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Hudsonville,1,2,Cerner,42.861575,-85.935917,1,place,,,"Hudsonville, MI 49426",,,,,Hudsonville,MI,Ottawa County,49426,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26139,,,21904,1012,1,2.61E+14,2.61E+10,"Grand Rapids-Wyoming-Kentwood, MI",24340,metropolitan,"Grand Rapids-Wyoming, MI",266,,,Blendon,8940,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Huntington Woods,1,5,AdvancedMD,42.481786,-83.166376,1,place,,,"Huntington Woods, MI 48070",,,,,Huntington Woods,MI,Oakland County,48070,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26125,Huntington Woods,2640000,188001,3011,3,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Huntington Woods,40000,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Inkster,0,137,Athena,42.293338,-83.314674,1,place,,,"Inkster, MI 48141",,,,,Inkster,MI,Wayne County,48141,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26163,Inkster,2640680,570400,2000,2,2.62E+14,2.62E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,Inkster,40680,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Iron Mountain,1,43,undefined,45.82023,-88.06596,1,place,,,"Iron Mountain, MI 49801",,,,,Iron Mountain,MI,Dickinson County,49801,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26043,Iron Mountain,2640960,950500,1050,1,2.60E+14,2.60E+10,"Iron Mountain, MI-WI",27020,micropolitan,"Marinette-Iron Mountain, WI-MI",361,,,Iron Mountain,40960,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Jackson,1,1,undefined,42.248979,-84.421104,1,place,,,"Jackson, MI 49201",,,,,Jackson,MI,Jackson County,49201,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26075,Jackson,2641420,500,1006,1,2.61E+14,2.61E+10,"Jackson, MI",27100,metropolitan,,,,,Jackson,41420,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Kalamazoo,18,1674,Cerner,42.264543,-85.561545,1,place,,,"Kalamazoo, MI 49001",,,,,Kalamazoo,MI,Kalamazoo County,49001,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26077,Kalamazoo,2642160,1801,2009,2,2.61E+14,2.61E+10,"Kalamazoo-Portage, MI",28020,metropolitan,"Kalamazoo-Battle Creek-Portage, MI",310,,,Kalamazoo,42160,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Laingsburg,0,2,undefined,42.879874,-84.313294,1,place,,,"Laingsburg, MI 48848",,,,,Laingsburg,MI,Shiawassee County,48848,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26155,,,31401,4002,4,2.62E+14,2.62E+10,"Owosso, MI",37020,micropolitan,"Lansing-East Lansing-Owosso, MI",330,,,Sciota,71960,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Lake Orion,2,10,Epic,42.723081,-83.276903,1,place,,,"Lake Orion, MI 48359",,,,,Lake Orion,MI,Oakland County,48359,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26125,,,128400,2007,2,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Orion,61100,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Lake,0,36,undefined,43.85197,-85.00531,1,place,,,"Lake, MI 48632",,,,,Lake,MI,Clare County,48632,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26035,,,500,1010,1,2.60E+14,2.60E+10,,,,,,,,Garfield,31560,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Lansing,4,551,Other,42.599184,-84.371973,1,place,,,"Lansing, MI 48901",,,,,Lansing,MI,Ingham County,48901,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26065,,,5600,3000,3,2.61E+14,2.61E+10,"Lansing-East Lansing, MI",29620,metropolitan,"Lansing-East Lansing-Owosso, MI",330,,,Alaiedon,800,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Lapeer,1,1739,Practice Fusion,43.121459,-83.319558,1,place,,,"Lapeer, MI 48446",,,,,Lapeer,MI,Lapeer County,48446,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26087,,,334000,1006,1,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Mayfield,52500,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Lincoln Park,1,1,Cerner,42.242038,-83.180375,1,place,,,"Lincoln Park, MI 48146",,,,,Lincoln Park,MI,Wayne County,48146,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26163,Lincoln Park,2647800,577500,1010,1,2.62E+14,2.62E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,Lincoln Park,47800,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Livonia,5,331,Epic,42.369351,-83.371753,1,place,,,"Livonia, MI 48150",,,,,Livonia,MI,Wayne County,48150,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26163,Livonia,2649000,558301,2042,2,2.62E+14,2.62E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804,Livonia,49000,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Macomb,3,421,Practice Fusion,42.673476,-82.916262,1,place,,,"Macomb, MI 48042",,,,,Macomb,MI,Macomb County,48042,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26099,,,223901,2034,2,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Macomb,50480,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Madison Heights,3,50,Other,42.48587,-83.1052,1,place,,,"Madison Heights, MI 48071",,,,,Madison Heights,MI,Oakland County,48071,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26125,Madison Heights,2650560,181500,2018,2,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Madison Heights,50560,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Manistee,1,2,Other,44.263534,-86.182473,1,place,,,"Manistee, MI 49660",,,,,Manistee,MI,Manistee County,49660,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26101,,,500,3004,3,2.61E+14,2.61E+10,,,,,,,,Brown,11160,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Marlette,1,1,Devero,43.357539,-83.002816,1,place,,,"Marlette, MI 48453",,,,,Marlette,MI,Sanilac County,48453,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26151,,,971000,3049,3,2.62E+14,2.62E+10,,,,,,,,Marlette,51840,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Marshall,1,181,undefined,42.265016,-84.948946,1,place,,,"Marshall, MI 49068",,,,,Marshall,MI,Calhoun County,49068,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26025,Marshall,2651940,4000,4010,4,2.60E+14,2.60E+10,"Battle Creek, MI",12980,metropolitan,"Kalamazoo-Battle Creek-Portage, MI",310,,,Marshall,51940,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Martin,1,2,SimplePractice,42.537142,-85.626918,1,place,,,"Martin, MI 49070",,,,,Martin,MI,Allegan County,49070,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26005,Martin,2651980,31300,2027,2,2.60E+14,2.60E+10,"Holland, MI",26090,micropolitan,"Grand Rapids-Wyoming, MI",266,,,Martin,52000,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Marysville,2,274,Practice Fusion,42.91253,-82.48686,1,place,,,"Marysville, MI 48040",,,,,Marysville,MI,St. Clair County,48040,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26147,Marysville,2652080,637200,1012,1,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Marysville,52080,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Mason,1,49,NextGen,42.574335,-84.460273,1,place,,,"Mason, MI 48854",,,,,Mason,MI,Ingham County,48854,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26065,Mason,2652180,6302,1042,1,2.61E+14,2.61E+10,"Lansing-East Lansing, MI",29620,metropolitan,"Lansing-East Lansing-Owosso, MI",330,,,Mason,52180,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Middleville,1,5,WebPT,42.670351,-85.427281,1,place,,,"Middleville, MI 49333",,,,,Middleville,MI,Barry County,49333,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26015,,,10403,1005,1,2.60E+14,2.60E+10,"Grand Rapids-Wyoming-Kentwood, MI",24340,metropolitan,"Grand Rapids-Wyoming, MI",266,,,Yankee Springs,89020,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Midland,1,1,ensora,43.626132,-84.33803,1,place,,,"Midland, MI 48640",,,,,Midland,MI,Midland County,48640,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26111,,,291200,2000,2,2.61E+14,2.61E+10,"Midland, MI",33220,metropolitan,"Saginaw-Midland-Bay City, MI",474,,,Homer,38980,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Milford,0,16,INTAKEQ,42.593161,-83.645451,1,place,,,"Milford, MI 48380",,,,,Milford,MI,Oakland County,48380,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26125,,,132600,4002,4,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Milford,53980,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Monroe,1,34,Other,41.907196,-83.472457,1,place,,,"Monroe, MI 48161",,,,,Monroe,MI,Monroe County,48161,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26115,,,832400,3011,3,2.61E+14,2.61E+10,"Monroe, MI",33780,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,,,Monroe,55040,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
Michigan,Mount Clemens,1,1,Tebra,42.597984,-82.877669,1,place,,,"Mount Clemens, MI 48043",,,,,Mount Clemens,MI,Macomb County,48043,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26099,Mount Clemens,2655820,245100,2030,2,2.61E+14,2.61E+10,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664,Mount Clemens,55820,C5,An active incorporated place that is independent of any county subdivision and serves as a county subdivision equivalent,,,,,,,,,,,,,,,,,
Michigan,Mount Pleasant,2,5,Glace emr,43.640574,-84.847417,1,place,,,"Mount Pleasant, MI 48804",,,,,Mount Pleasant,MI,Isabella County,48804,US,TIGER/Line® dataset from the US Census Bureau,2024,26,26073,,,940100,2067,2,2.61E+14,2.61E+10,"Mount Pleasant, MI",34380,micropolitan,"Mount Pleasant-Alma, MI",394,,,Isabella,41160,T1,An active county subdivision that is not coextensive with an incorporated place,,,,,,,,,,,,,,,,,
